;T
224;0.3397849462365592
225;0.33763440860215055
226;0.33763440860215055
227;0.33333333333333337
228;0.33333333333333337
229;0.3311827956989247
230;0.33763440860215055
231;0.3548387096774194
232;0.36344086021505384
233;0.3720430107526882
234;0.39139784946236567
235;0.4086021505376345
236;0.44946236559139785
237;0.46021505376344085
238;0.46021505376344085
239;0.4516129032258065
240;0.43870967741935485
241;0.4150537634408602
242;0.4086021505376345
243;0.3935483870967742
244;0.389247311827957
245;0.3827956989247312
246;0.378494623655914
247;0.3655913978494624
248;0.3763440860215054
249;0.367741935483871
250;0.3720430107526882
251;0.3612903225806452
252;0.35268817204301073
253;0.3462365591397849
254;0.35268817204301073
255;0.36989247311827966
256;0.39139784946236567
257;0.4473118279569892
258;0.4580645161290323
259;0.4881720430107528
260;0.5010752688172043
261;0.49677419354838714
262;0.4774193548387097
263;0.4580645161290323
264;0.43870967741935485
265;0.42365591397849467
266;0.4258064516129032
267;0.4150537634408602
268;0.40645161290322585
269;0.3935483870967742
270;0.3870967741935485
271;0.38064516129032266
272;0.39139784946236567
273;0.4043010752688172
274;0.3870967741935485
275;0.39569892473118284
276;0.3935483870967742
277;0.378494623655914
278;0.38064516129032266
279;0.4150537634408602
280;0.4258064516129032
281;0.43870967741935485
282;0.49247311827956997
283;0.4989247311827958
284;0.4989247311827958
285;0.4989247311827958
286;0.4989247311827958
287;0.47526881720430114
288;0.40645161290322585
289;0.3763440860215054
290;0.36989247311827966
291;0.35268817204301073
292;0.3397849462365592
293;0.35268817204301073
294;0.33763440860215055
295;0.3419354838709677
296;0.3204301075268817
297;0.2774193548387097
298;0.25806451612903225
299;0.23010752688172045
300;0.24731182795698925
301;0.2516129032258065
302;0.2559139784946237
303;0.2817204301075269
304;0.2989247311827957
305;0.31612903225806455
306;0.32258064516129037
307;0.33763440860215055
308;0.38494623655913984
309;0.34408602150537637
310;0.2989247311827957
311;0.33333333333333337
312;0.3354838709677419
313;0.2924731182795699
314;0.2881720430107527
315;0.31182795698924737
316;0.2989247311827957
317;0.2774193548387097
318;0.27956989247311825
319;0.27311827956989254
320;0.28387096774193554
321;0.26881720430107525
322;0.2602150537634409
323;0.2752688172043011
324;0.27311827956989254
325;0.2645161290322581
326;0.2774193548387097
327;0.2817204301075269
328;0.30107526881720437
329;0.3655913978494624
330;0.3763440860215054
331;0.4043010752688172
332;0.3978494623655915
333;0.28387096774193554
334;0.24731182795698925
335;0.2924731182795699
336;0.2709677419354839
337;0.2709677419354839
338;0.27311827956989254
339;0.2623655913978495
340;0.25806451612903225
341;0.2645161290322581
342;0.2623655913978495
343;0.2774193548387097
344;0.23655913978494625
345;0.24516129032258066
346;0.24086021505376348
347;0.2537634408602151
348;0.20430107526881722
349;0.21505376344086022
350;0.22795698924731184
351;0.22580645161290325
352;0.24946236559139787
353;0.2774193548387097
354;0.33333333333333337
355;0.3462365591397849
356;0.3462365591397849
357;0.38494623655913984
358;0.421505376344086
359;0.4086021505376345
360;0.3612903225806452
361;0.3290322580645162
362;0.31182795698924737
363;0.3032258064516129
364;0.26881720430107525
365;0.2537634408602151
366;0.24731182795698925
367;0.24946236559139787
368;0.24301075268817207
369;0.2172043010752688
370;0.21290322580645163
371;0.20645161290322583
372;0.21290322580645163
373;0.22365591397849463
374;0.2516129032258065
375;0.2817204301075269
376;0.35913978494623655
377;0.40215053763440867
378;0.45376344086021503
379;0.4516129032258065
380;0.39139784946236567
381;0.3462365591397849
382;0.3290322580645162
383;0.3462365591397849
384;0.30107526881720437
385;0.2645161290322581
386;0.2559139784946237
387;0.2516129032258065
388;0.24946236559139787
389;0.2537634408602151
390;0.24301075268817207
391;0.22580645161290325
392;0.21505376344086022
393;0.21075268817204304
394;0.2
395;0.2172043010752688
396;0.1763440860215054
397;0.1956989247311828
398;0.1956989247311828
399;0.27956989247311825
400;0.37419354838709684
401;0.42365591397849467
402;0.4193548387096775
403;0.4516129032258065
404;0.421505376344086
405;0.42365591397849467
406;0.443010752688172
407;0.4086021505376345
408;0.38064516129032266
409;0.356989247311828
410;0.33333333333333337
411;0.3096774193548387
412;0.29462365591397854
413;0.2752688172043011
414;0.2752688172043011
415;0.2623655913978495
416;0.24086021505376348
417;0.2172043010752688
418;0.21935483870967745
419;0.24731182795698925
420;0.20645161290322583
421;0.2
422;0.24946236559139787
423;0.3096774193548387
424;0.40215053763440867
425;0.45376344086021503
426;0.4989247311827958
427;0.49677419354838714
428;0.4408602150537635
429;0.42795698924731185
430;0.432258064516129
431;0.40645161290322585
432;0.3763440860215054
433;0.34408602150537637
434;0.3290322580645162
435;0.30537634408602155
436;0.2967741935483871
437;0.2881720430107527
438;0.26881720430107525
439;0.2709677419354839
440;0.2645161290322581
441;0.25806451612903225
442;0.28387096774193554
443;0.25806451612903225
444;0.2537634408602151
445;0.21505376344086022
446;0.2752688172043011
447;0.29462365591397854
448;0.3397849462365592
449;0.3763440860215054
450;0.39569892473118284
451;0.41720430107526885
452;0.4258064516129032
453;0.432258064516129
454;0.42795698924731185
455;0.40645161290322585
456;0.3870967741935485
457;0.35268817204301073
458;0.3247311827956989
459;0.32258064516129037
460;0.3311827956989247
461;0.3075268817204302
462;0.32258064516129037
463;0.2903225806451613
464;0.2666666666666667
465;0.2924731182795699
466;0.3032258064516129
467;0.3182795698924732
468;0.28387096774193554
469;0.2967741935483871
470;0.32688172043010755
471;0.39139784946236567
472;0.4258064516129032
473;0.43440860215053767
474;0.4881720430107528
475;0.5225806451612903
476;0.4903225806451613
477;0.4516129032258065
478;0.4301075268817205
479;0.41290322580645167
480;0.38064516129032266
481;0.3827956989247312
482;0.3827956989247312
483;0.36344086021505384
484;0.3655913978494624
485;0.3612903225806452
486;0.35913978494623655
487;0.35913978494623655
488;0.35913978494623655
489;0.3462365591397849
490;0.35268817204301073
491;0.3548387096774194
492;0.3505376344086022
493;0.33763440860215055
494;0.3247311827956989
495;0.2645161290322581
496;0.2881720430107527
497;0.3032258064516129
498;0.30537634408602155
499;0.28387096774193554
500;0.33333333333333337
501;0.3612903225806452
502;0.378494623655914
503;0.367741935483871
504;0.37419354838709684
505;0.34838709677419355
506;0.3247311827956989
507;0.31182795698924737
508;0.30537634408602155
509;0.2989247311827957
510;0.2989247311827957
511;0.2881720430107527
512;0.2709677419354839
513;0.23440860215053766
514;0.2602150537634409
515;0.2774193548387097
516;0.24731182795698925
517;0.24516129032258066
518;0.2967741935483871
519;0.389247311827957
520;0.45376344086021503
521;0.46451612903225814
522;0.4838709677419355
523;0.5096774193548388
524;0.43479202021615404
525;0.43479202021615404
526;0.43479202021615404
527;0.5483870967741936
528;0.5311827956989248
529;0.4881720430107528
530;0.43440860215053767
531;0.40215053763440867
532;0.38064516129032266
533;0.3612903225806452
534;0.34408602150537637
535;0.32688172043010755
536;0.32688172043010755
537;0.29462365591397854
538;0.2817204301075269
539;0.28387096774193554
540;0.2860215053763441
541;0.2967741935483871
542;0.31182795698924737
543;0.33333333333333337
544;0.4043010752688172
545;0.4580645161290323
546;0.5333333333333333
547;0.5483870967741936
548;0.5720430107526883
549;0.6021505376344087
550;0.6344086021505377
551;0.6193548387096774
552;0.5634408602150538
553;0.49677419354838714
554;0.4580645161290323
555;0.43870967741935485
556;0.42365591397849467
557;0.40215053763440867
558;0.4086021505376345
559;0.389247311827957
560;0.3655913978494624
561;0.3655913978494624
562;0.35268817204301073
563;0.3354838709677419
564;0.3397849462365592
565;0.32688172043010755
566;0.3655913978494624
567;0.40645161290322585
568;0.46451612903225814
569;0.48602150537634414
570;0.5419354838709678
571;0.5526881720430108
572;0.5741935483870969
573;0.5784946236559141
574;0.5956989247311829
575;0.5806451612903227
576;0.5505376344086023
577;0.5161290322580646
578;0.4688172043010753
579;0.443010752688172
580;0.4301075268817205
581;0.41720430107526885
582;0.4
583;0.3827956989247312
584;0.367741935483871
585;0.356989247311828
586;0.34838709677419355
587;0.3354838709677419
588;0.3182795698924732
589;0.3354838709677419
590;0.36989247311827966
591;0.4301075268817205
592;0.503225806451613
593;0.5419354838709678
594;0.5806451612903227
595;0.5913978494623657
596;0.5956989247311829
597;0.6021505376344087
598;0.5655913978494624
599;0.535483870967742
600;0.5161290322580646
601;0.4666666666666667
602;0.43870967741935485
603;0.3978494623655915
604;0.38064516129032266
605;0.36989247311827966
606;0.356989247311828
607;0.35913978494623655
608;0.36344086021505384
609;0.37419354838709684
610;0.38494623655913984
611;0.3311827956989247
612;0.3182795698924732
613;0.3290322580645162
614;0.35268817204301073
615;0.36989247311827966
616;0.3763440860215054
617;0.3978494623655915
618;0.40645161290322585
619;0.42795698924731185
620;0.46021505376344085
621;0.5053763440860216
622;0.5182795698924731
623;0.4774193548387097
624;0.46451612903225814
625;0.44516129032258067
626;0.4258064516129032
627;0.41720430107526885
628;0.4150537634408602
629;0.40645161290322585
630;0.3978494623655915
631;0.3827956989247312
632;0.36344086021505384
633;0.35268817204301073
634;0.34408602150537637
635;0.3548387096774194
636;0.3505376344086022
637;0.36989247311827966
638;0.389247311827957
639;0.4365591397849462
640;0.4623655913978495
641;0.47526881720430114
642;0.4903225806451613
643;0.4795698924731183
644;0.4559139784946237
645;0.4408602150537635
646;0.44516129032258067
647;0.41720430107526885
648;0.40215053763440867
649;0.39139784946236567
650;0.3763440860215054
651;0.378494623655914
652;0.38064516129032266
653;0.378494623655914
654;0.378494623655914
655;0.3763440860215054
656;0.3763440860215054
657;0.3870967741935485
658;0.378494623655914
659;0.36989247311827966
660;0.3462365591397849
661;0.34838709677419355
662;0.36344086021505384
663;0.33333333333333337
664;0.3870967741935485
665;0.3978494623655915
666;0.4150537634408602
667;0.4301075268817205
668;0.3505376344086022
669;0.2752688172043011
670;0.3935483870967742
671;0.42795698924731185
672;0.356989247311828
673;0.28387096774193554
674;0.2559139784946237
675;0.2516129032258065
676;0.24086021505376348
677;0.24731182795698925
678;0.24086021505376348
679;0.23440860215053766
680;0.2172043010752688
681;0.20430107526881722
682;0.21935483870967745
683;0.21505376344086022
684;0.21505376344086022
685;0.21505376344086022
686;0.2537634408602151
687;0.3204301075268817
688;0.39569892473118284
689;0.4559139784946237
690;0.503225806451613
691;0.4795698924731183
692;0.4838709677419355
693;0.4838709677419355
694;0.49247311827956997
695;0.503225806451613
696;0.4559139784946237
697;0.42795698924731185
698;0.38064516129032266
699;0.36989247311827966
700;0.34408602150537637
701;0.43479202021615404
702;0.43479202021615404
703;0.43479202021615404
704;0.43479202021615404
705;0.43479202021615404
706;0.43479202021615404
707;0.43479202021615404
708;0.43479202021615404
709;0.43479202021615404
710;0.43479202021615404
711;0.43479202021615404
712;0.43479202021615404
713;0.43479202021615404
714;0.43479202021615404
715;0.43479202021615404
716;0.43479202021615404
717;0.43479202021615404
718;0.43479202021615404
719;0.43479202021615404
720;0.43479202021615404
721;0.43479202021615404
722;0.43479202021615404
723;0.43479202021615404
724;0.43479202021615404
725;0.2989247311827957
726;0.2989247311827957
727;0.2881720430107527
728;0.2860215053763441
729;0.27956989247311825
730;0.27311827956989254
731;0.2602150537634409
732;0.27311827956989254
733;0.2774193548387097
734;0.3075268817204302
735;0.36344086021505384
736;0.3978494623655915
737;0.42795698924731185
738;0.4838709677419355
739;0.4688172043010753
740;0.4666666666666667
741;0.5010752688172043
742;0.5161290322580646
743;0.4946236559139786
744;0.43440860215053767
745;0.3870967741935485
746;0.35913978494623655
747;0.3247311827956989
748;0.30537634408602155
749;0.29462365591397854
750;0.2817204301075269
751;0.2774193548387097
752;0.24086021505376348
753;0.23010752688172045
754;0.20860215053763442
755;0.20645161290322583
756;0.2
757;0.2172043010752688
758;0.22795698924731184
759;0.3204301075268817
760;0.4150537634408602
761;0.47526881720430114
762;0.5290322580645161
763;0.5204301075268818
764;0.5182795698924731
765;0.513978494623656
766;0.49247311827956997
767;0.4623655913978495
768;0.4258064516129032
769;0.3935483870967742
770;0.3763440860215054
771;0.37419354838709684
772;0.35268817204301073
773;0.3462365591397849
774;0.3354838709677419
775;0.34408602150537637
776;0.3548387096774194
777;0.3505376344086022
778;0.3397849462365592
779;0.3311827956989247
780;0.3397849462365592
781;0.3311827956989247
782;0.32688172043010755
783;0.3290322580645162
784;0.3204301075268817
785;0.3139784946236559
786;0.30107526881720437
787;0.2817204301075269
788;0.2709677419354839
789;0.2860215053763441
790;0.2537634408602151
791;0.2623655913978495
792;0.2774193548387097
793;0.26881720430107525
794;0.26881720430107525
795;0.26881720430107525
796;0.2623655913978495
797;0.2645161290322581
798;0.2709677419354839
799;0.2666666666666667
800;0.2666666666666667
801;0.26881720430107525
802;0.27956989247311825
803;0.25806451612903225
804;0.2559139784946237
805;0.2774193548387097
806;0.2989247311827957
807;0.31612903225806455
808;0.31182795698924737
809;0.33763440860215055
810;0.3655913978494624
811;0.39139784946236567
812;0.3978494623655915
813;0.38064516129032266
814;0.39139784946236567
815;0.3870967741935485
816;0.36989247311827966
817;0.356989247311828
818;0.34408602150537637
819;0.3311827956989247
820;0.30537634408602155
821;0.2903225806451613
822;0.2881720430107527
823;0.2752688172043011
824;0.27956989247311825
825;0.2709677419354839
826;0.2709677419354839
827;0.2602150537634409
828;0.2623655913978495
829;0.27311827956989254
830;0.32688172043010755
831;0.38064516129032266
832;0.46021505376344085
833;0.4946236559139786
834;0.4365591397849462
835;0.49247311827956997
836;0.5010752688172043
837;0.4989247311827958
838;0.4795698924731183
839;0.443010752688172
840;0.4408602150537635
841;0.4258064516129032
842;0.39569892473118284
843;0.35913978494623655
844;0.3290322580645162
845;0.3290322580645162
846;0.30537634408602155
847;0.2903225806451613
848;0.2709677419354839
849;0.2602150537634409
850;0.2666666666666667
851;0.24086021505376348
852;0.23655913978494625
853;0.2602150537634409
854;0.2903225806451613
855;0.3311827956989247
856;0.36344086021505384
857;0.4086021505376345
858;0.4365591397849462
859;0.4559139784946237
860;0.45376344086021503
861;0.503225806451613
862;0.4623655913978495
863;0.4623655913978495
864;0.43440860215053767
865;0.4150537634408602
866;0.40215053763440867
867;0.389247311827957
868;0.3612903225806452
869;0.3397849462365592
870;0.3354838709677419
871;0.3290322580645162
872;0.31612903225806455
873;0.3182795698924732
874;0.2967741935483871
875;0.2903225806451613
876;0.2924731182795699
877;0.31612903225806455
878;0.33763440860215055
879;0.36989247311827966
880;0.3978494623655915
881;0.4193548387096775
882;0.45376344086021503
883;0.378494623655914
884;0.35268817204301073
885;0.3505376344086022
886;0.3548387096774194
887;0.3548387096774194
888;0.3419354838709677
889;0.3397849462365592
890;0.33763440860215055
891;0.3311827956989247
892;0.32258064516129037
893;0.31612903225806455
894;0.3139784946236559
895;0.3096774193548387
896;0.3139784946236559
897;0.3075268817204302
898;0.31182795698924737
899;0.31612903225806455
900;0.31182795698924737
901;0.3096774193548387
902;0.31612903225806455
903;0.3311827956989247
904;0.3548387096774194
905;0.40215053763440867
906;0.44516129032258067
907;0.4559139784946237
908;0.4559139784946237
909;0.46451612903225814
910;0.4559139784946237
911;0.4258064516129032
912;0.4043010752688172
913;0.3870967741935485
914;0.39569892473118284
915;0.4043010752688172
916;0.40645161290322585
917;0.4043010752688172
918;0.39139784946236567
919;0.38494623655913984
920;0.3763440860215054
921;0.3548387096774194
922;0.34838709677419355
923;0.33763440860215055
924;0.33763440860215055
925;0.3462365591397849
926;0.35268817204301073
927;0.3462365591397849
928;0.35268817204301073
929;0.3612903225806452
930;0.37419354838709684
931;0.4
932;0.4086021505376345
933;0.389247311827957
934;0.4150537634408602
935;0.41720430107526885
936;0.41720430107526885
937;0.40645161290322585
938;0.3935483870967742
939;0.38064516129032266
940;0.37419354838709684
941;0.36344086021505384
942;0.35268817204301073
943;0.34408602150537637
944;0.33763440860215055
945;0.32258064516129037
946;0.3204301075268817
947;0.34838709677419355
948;0.3419354838709677
949;0.3720430107526882
950;0.39569892473118284
951;0.44516129032258067
952;0.46021505376344085
953;0.43870967741935485
954;0.42795698924731185
955;0.39569892473118284
956;0.30107526881720437
957;0.27956989247311825
958;0.2666666666666667
959;0.2559139784946237
960;0.28387096774193554
961;0.2709677419354839
962;0.2537634408602151
963;0.27311827956989254
964;0.2602150537634409
965;0.25806451612903225
966;0.2537634408602151
967;0.24516129032258066
968;0.24516129032258066
969;0.24946236559139787
970;0.2516129032258065
971;0.2559139784946237
972;0.2623655913978495
973;0.2774193548387097
974;0.30537634408602155
975;0.35268817204301073
976;0.38494623655913984
977;0.4301075268817205
978;0.535483870967742
979;0.5096774193548388
980;0.5118279569892473
981;0.5526881720430108
982;0.5978494623655914
983;0.5956989247311829
984;0.5268817204301076
985;0.4688172043010753
986;0.4258064516129032
987;0.40215053763440867
988;0.38494623655913984
989;0.3462365591397849
990;0.3462365591397849
991;0.3032258064516129
992;0.3247311827956989
993;0.2752688172043011
994;0.28387096774193554
995;0.25806451612903225
996;0.2602150537634409
997;0.29462365591397854
998;0.3419354838709677
999;0.40645161290322585
1000;0.5204301075268818
1001;0.5655913978494624
1002;0.5978494623655914
1003;0.5956989247311829
1004;0.6064516129032259
1005;0.6215053763440861
1006;0.6279569892473119
1007;0.5956989247311829
1008;0.5849462365591399
1009;0.5526881720430108
1010;0.5010752688172043
1011;0.4666666666666667
1012;0.45376344086021503
1013;0.44516129032258067
1014;0.4086021505376345
1015;0.389247311827957
1016;0.38494623655913984
1017;0.34838709677419355
1018;0.32688172043010755
1019;0.3290322580645162
1020;0.3032258064516129
1021;0.3397849462365592
1022;0.367741935483871
1023;0.45376344086021503
1024;0.5505376344086023
1025;0.6021505376344087
1026;0.6451612903225807
1027;0.6494623655913979
1028;0.6430107526881721
1029;0.703225806451613
1030;0.713978494623656
1031;0.6731182795698926
1032;0.5956989247311829
1033;0.5526881720430108
1034;0.513978494623656
1035;0.47526881720430114
1036;0.4559139784946237
1037;0.4258064516129032
1038;0.410752688172043
1039;0.39139784946236567
1040;0.4
1041;0.3548387096774194
1042;0.34408602150537637
1043;0.3462365591397849
1044;0.34838709677419355
1045;0.3419354838709677
1046;0.3720430107526882
1047;0.4516129032258065
1048;0.5505376344086023
1049;0.6193548387096774
1050;0.6795698924731184
1051;0.6688172043010754
1052;0.6774193548387097
1053;0.6860215053763442
1054;0.6752688172043012
1055;0.6215053763440861
1056;0.5763440860215054
1057;0.5376344086021506
1058;0.503225806451613
1059;0.48172043010752696
1060;0.45376344086021503
1061;0.44516129032258067
1062;0.432258064516129
1063;0.3870967741935485
1064;0.39139784946236567
1065;0.378494623655914
1066;0.4043010752688172
1067;0.35913978494623655
1068;0.3419354838709677
1069;0.3548387096774194
1070;0.4
1071;0.47096774193548396
1072;0.5548387096774194
1073;0.6172043010752689
1074;0.6258064516129033
1075;0.6193548387096774
1076;0.5634408602150538
1077;0.5913978494623657
1078;0.6215053763440861
1079;0.6322580645161291
1080;0.5763440860215054
1081;0.5440860215053764
1082;0.49677419354838714
1083;0.3763440860215054
1084;0.3182795698924732
1085;0.2881720430107527
1086;0.3032258064516129
1087;0.3075268817204302
1088;0.3139784946236559
1089;0.31182795698924737
1090;0.3096774193548387
1091;0.3096774193548387
1092;0.31612903225806455
1093;0.3311827956989247
1094;0.3505376344086022
1095;0.3655913978494624
1096;0.3978494623655915
1097;0.410752688172043
1098;0.4150537634408602
1099;0.4258064516129032
1100;0.43440860215053767
1101;0.4580645161290323
1102;0.47526881720430114
1103;0.4623655913978495
1104;0.43870967741935485
1105;0.42365591397849467
1106;0.3978494623655915
1107;0.37419354838709684
1108;0.35913978494623655
1109;0.35268817204301073
1110;0.34408602150537637
1111;0.3462365591397849
1112;0.34408602150537637
1113;0.3419354838709677
1114;0.34408602150537637
1115;0.3397849462365592
1116;0.3419354838709677
1117;0.3505376344086022
1118;0.36344086021505384
1119;0.39139784946236567
1120;0.43440860215053767
1121;0.44516129032258067
1122;0.4623655913978495
1123;0.47526881720430114
1124;0.46451612903225814
1125;0.48602150537634414
1126;0.47096774193548396
1127;0.4408602150537635
1128;0.43440860215053767
1129;0.42365591397849467
1130;0.41290322580645167
1131;0.41290322580645167
1132;0.3935483870967742
1133;0.38494623655913984
1134;0.3720430107526882
1135;0.378494623655914
1136;0.3763440860215054
1137;0.367741935483871
1138;0.356989247311828
1139;0.37419354838709684
1140;0.3505376344086022
1141;0.3827956989247312
1142;0.4301075268817205
1143;0.4623655913978495
1144;0.5311827956989248
1145;0.5741935483870969
1146;0.6258064516129033
1147;0.6473118279569893
1148;0.5870967741935484
1149;0.5935483870967743
1150;0.6258064516129033
1151;0.6215053763440861
1152;0.5677419354838711
1153;0.5505376344086023
1154;0.503225806451613
1155;0.4688172043010753
1156;0.4473118279569892
1157;0.4258064516129032
1158;0.4150537634408602
1159;0.4301075268817205
1160;0.39569892473118284
1161;0.3462365591397849
1162;0.356989247311828
1163;0.39139784946236567
1164;0.3397849462365592
1165;0.36344086021505384
1166;0.3870967741935485
1167;0.4559139784946237
1168;0.5612903225806453
1169;0.6150537634408603
1170;0.6301075268817204
1171;0.6451612903225807
1172;0.6365591397849463
1173;0.6516129032258065
1174;0.6516129032258065
1175;0.6279569892473119
1176;0.5634408602150538
1177;0.5376344086021506
1178;0.5096774193548388
1179;0.4666666666666667
1180;0.4623655913978495
1181;0.4258064516129032
1182;0.4150537634408602
1183;0.40215053763440867
1184;0.3827956989247312
1185;0.3763440860215054
1186;0.3548387096774194
1187;0.32688172043010755
1188;0.3182795698924732
1189;0.35913978494623655
1190;0.3870967741935485
1191;0.4408602150537635
1192;0.5526881720430108
1193;0.5870967741935484
1194;0.5913978494623657
1195;0.5763440860215054
1196;0.5225806451612903
1197;0.5075268817204301
1198;0.5010752688172043
1199;0.4881720430107528
1200;0.47526881720430114
1201;0.47526881720430114
1202;0.4408602150537635
1203;0.432258064516129
1204;0.42365591397849467
1205;0.40645161290322585
1206;0.389247311827957
1207;0.378494623655914
1208;0.378494623655914
1209;0.378494623655914
1210;0.3720430107526882
1211;0.378494623655914
1212;0.3827956989247312
1213;0.3978494623655915
1214;0.443010752688172
1215;0.4193548387096775
1216;0.39139784946236567
1217;0.38494623655913984
1218;0.41290322580645167
1219;0.4580645161290323
1220;0.5010752688172043
1221;0.5290322580645161
1222;0.4903225806451613
1223;0.49247311827956997
1224;0.4881720430107528
1225;0.4666666666666667
1226;0.4516129032258065
1227;0.432258064516129
1228;0.4301075268817205
1229;0.421505376344086
1230;0.42365591397849467
1231;0.41290322580645167
1232;0.39569892473118284
1233;0.378494623655914
1234;0.389247311827957
1235;0.4
1236;0.4
1237;0.4043010752688172
1238;0.421505376344086
1239;0.4580645161290323
1240;0.5053763440860216
1241;0.5698924731182796
1242;0.6000000000000001
1243;0.5913978494623657
1244;0.5741935483870969
1245;0.6021505376344087
1246;0.5892473118279571
1247;0.5505376344086023
1248;0.5204301075268818
1249;0.48602150537634414
1250;0.44946236559139785
1251;0.42365591397849467
1252;0.4150537634408602
1253;0.4193548387096775
1254;0.410752688172043
1255;0.4086021505376345
1256;0.3935483870967742
1257;0.35913978494623655
1258;0.35913978494623655
1259;0.356989247311828
1260;0.32258064516129037
